feature,family,first_included_tier,source,units,description,calculation_from_raw_data,implementation,F0,F1,F2,F3,F4,F5,F6,F7,F8
time_adj_ewm_hl3__defense_explosiveness,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,EWM of reconstructed defense_explosiveness game contributions: e_w=(1-2^(-1/3))*x_w+2^(-1/3)*e_(w-1),src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_ewm_hl3__defense_havoc_rate,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,EWM of reconstructed defense_havoc_rate game contributions: e_w=(1-2^(-1/3))*x_w+2^(-1/3)*e_(w-1),src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_ewm_hl3__defense_ppa,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,EWM of reconstructed defense_ppa game contributions: e_w=(1-2^(-1/3))*x_w+2^(-1/3)*e_(w-1),src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_ewm_hl3__defense_success_rate,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,EWM of reconstructed defense_success_rate game contributions: e_w=(1-2^(-1/3))*x_w+2^(-1/3)*e_(w-1),src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_ewm_hl3__offense_explosiveness,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,EWM of reconstructed offense_explosiveness game contributions: e_w=(1-2^(-1/3))*x_w+2^(-1/3)*e_(w-1),src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_ewm_hl3__offense_passing_plays_ppa,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,EWM of reconstructed offense_passing_plays_ppa game contributions: e_w=(1-2^(-1/3))*x_w+2^(-1/3)*e_(w-1),src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_ewm_hl3__offense_ppa,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,EWM of reconstructed offense_ppa game contributions: e_w=(1-2^(-1/3))*x_w+2^(-1/3)*e_(w-1),src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_ewm_hl3__offense_rushing_plays_ppa,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,EWM of reconstructed offense_rushing_plays_ppa game contributions: e_w=(1-2^(-1/3))*x_w+2^(-1/3)*e_(w-1),src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_ewm_hl3__offense_success_rate,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,EWM of reconstructed offense_success_rate game contributions: e_w=(1-2^(-1/3))*x_w+2^(-1/3)*e_(w-1),src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_ewm_hl3__statGen_turnovers,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,EWM of reconstructed statGen_turnovers game contributions: e_w=(1-2^(-1/3))*x_w+2^(-1/3)*e_(w-1),src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_ewm_hl3__statOff_yards_per_pass,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,EWM of reconstructed statOff_yards_per_pass game contributions: e_w=(1-2^(-1/3))*x_w+2^(-1/3)*e_(w-1),src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_ewm_hl3__statOff_yards_per_rush_attempt,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,EWM of reconstructed statOff_yards_per_rush_attempt game contributions: e_w=(1-2^(-1/3))*x_w+2^(-1/3)*e_(w-1),src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_last1__defense_explosiveness,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,latest game contribution reconstructed from season mean: x_g=(n_w*mean_w-n_(w-1)*mean_(w-1))/(n_w-n_(w-1)) for defense_explosiveness,src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_last1__defense_havoc_rate,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,latest game contribution reconstructed from season mean: x_g=(n_w*mean_w-n_(w-1)*mean_(w-1))/(n_w-n_(w-1)) for defense_havoc_rate,src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_last1__defense_ppa,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,latest game contribution reconstructed from season mean: x_g=(n_w*mean_w-n_(w-1)*mean_(w-1))/(n_w-n_(w-1)) for defense_ppa,src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_last1__defense_success_rate,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,latest game contribution reconstructed from season mean: x_g=(n_w*mean_w-n_(w-1)*mean_(w-1))/(n_w-n_(w-1)) for defense_success_rate,src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_last1__offense_explosiveness,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,latest game contribution reconstructed from season mean: x_g=(n_w*mean_w-n_(w-1)*mean_(w-1))/(n_w-n_(w-1)) for offense_explosiveness,src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_last1__offense_passing_plays_ppa,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,latest game contribution reconstructed from season mean: x_g=(n_w*mean_w-n_(w-1)*mean_(w-1))/(n_w-n_(w-1)) for offense_passing_plays_ppa,src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_last1__offense_ppa,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,latest game contribution reconstructed from season mean: x_g=(n_w*mean_w-n_(w-1)*mean_(w-1))/(n_w-n_(w-1)) for offense_ppa,src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_last1__offense_rushing_plays_ppa,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,latest game contribution reconstructed from season mean: x_g=(n_w*mean_w-n_(w-1)*mean_(w-1))/(n_w-n_(w-1)) for offense_rushing_plays_ppa,src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_last1__offense_success_rate,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,latest game contribution reconstructed from season mean: x_g=(n_w*mean_w-n_(w-1)*mean_(w-1))/(n_w-n_(w-1)) for offense_success_rate,src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_last1__statGen_turnovers,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,latest game contribution reconstructed from season mean: x_g=(n_w*mean_w-n_(w-1)*mean_(w-1))/(n_w-n_(w-1)) for statGen_turnovers,src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_last1__statOff_yards_per_pass,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,latest game contribution reconstructed from season mean: x_g=(n_w*mean_w-n_(w-1)*mean_(w-1))/(n_w-n_(w-1)) for statOff_yards_per_pass,src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_last1__statOff_yards_per_rush_attempt,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,latest game contribution reconstructed from season mean: x_g=(n_w*mean_w-n_(w-1)*mean_(w-1))/(n_w-n_(w-1)) for statOff_yards_per_rush_attempt,src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_last3__defense_explosiveness,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,"mean of the latest min(3,n) reconstructed game contributions for defense_explosiveness",src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_last3__defense_havoc_rate,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,"mean of the latest min(3,n) reconstructed game contributions for defense_havoc_rate",src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_last3__defense_ppa,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,"mean of the latest min(3,n) reconstructed game contributions for defense_ppa",src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_last3__defense_success_rate,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,"mean of the latest min(3,n) reconstructed game contributions for defense_success_rate",src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_last3__offense_explosiveness,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,"mean of the latest min(3,n) reconstructed game contributions for offense_explosiveness",src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_last3__offense_passing_plays_ppa,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,"mean of the latest min(3,n) reconstructed game contributions for offense_passing_plays_ppa",src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_last3__offense_ppa,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,"mean of the latest min(3,n) reconstructed game contributions for offense_ppa",src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_last3__offense_rushing_plays_ppa,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,"mean of the latest min(3,n) reconstructed game contributions for offense_rushing_plays_ppa",src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_last3__offense_success_rate,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,"mean of the latest min(3,n) reconstructed game contributions for offense_success_rate",src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_last3__statGen_turnovers,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,"mean of the latest min(3,n) reconstructed game contributions for statGen_turnovers",src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_last3__statOff_yards_per_pass,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,"mean of the latest min(3,n) reconstructed game contributions for statOff_yards_per_pass",src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_last3__statOff_yards_per_rush_attempt,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,"mean of the latest min(3,n) reconstructed game contributions for statOff_yards_per_rush_attempt",src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_recent_minus_season__defense_explosiveness,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,last-3 reconstructed mean of defense_explosiveness minus the season-to-date mean,src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_recent_minus_season__defense_havoc_rate,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,last-3 reconstructed mean of defense_havoc_rate minus the season-to-date mean,src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_recent_minus_season__defense_ppa,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,last-3 reconstructed mean of defense_ppa minus the season-to-date mean,src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_recent_minus_season__defense_success_rate,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,last-3 reconstructed mean of defense_success_rate minus the season-to-date mean,src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_recent_minus_season__offense_explosiveness,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,last-3 reconstructed mean of offense_explosiveness minus the season-to-date mean,src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_recent_minus_season__offense_passing_plays_ppa,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,last-3 reconstructed mean of offense_passing_plays_ppa minus the season-to-date mean,src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_recent_minus_season__offense_ppa,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,last-3 reconstructed mean of offense_ppa minus the season-to-date mean,src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_recent_minus_season__offense_rushing_plays_ppa,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,last-3 reconstructed mean of offense_rushing_plays_ppa minus the season-to-date mean,src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_recent_minus_season__offense_success_rate,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,last-3 reconstructed mean of offense_success_rate minus the season-to-date mean,src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_recent_minus_season__statGen_turnovers,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,last-3 reconstructed mean of statGen_turnovers minus the season-to-date mean,src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_recent_minus_season__statOff_yards_per_pass,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,last-3 reconstructed mean of statOff_yards_per_pass minus the season-to-date mean,src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_recent_minus_season__statOff_yards_per_rush_attempt,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,last-3 reconstructed mean of statOff_yards_per_rush_attempt minus the season-to-date mean,src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_volatility5__defense_explosiveness,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,"population standard deviation of the latest min(5,n) reconstructed defense_explosiveness game contributions",src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_volatility5__defense_havoc_rate,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,"population standard deviation of the latest min(5,n) reconstructed defense_havoc_rate game contributions",src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_volatility5__defense_ppa,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,"population standard deviation of the latest min(5,n) reconstructed defense_ppa game contributions",src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_volatility5__defense_success_rate,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,"population standard deviation of the latest min(5,n) reconstructed defense_success_rate game contributions",src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_volatility5__offense_explosiveness,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,"population standard deviation of the latest min(5,n) reconstructed offense_explosiveness game contributions",src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_volatility5__offense_passing_plays_ppa,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,"population standard deviation of the latest min(5,n) reconstructed offense_passing_plays_ppa game contributions",src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_volatility5__offense_ppa,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,"population standard deviation of the latest min(5,n) reconstructed offense_ppa game contributions",src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_volatility5__offense_rushing_plays_ppa,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,"population standard deviation of the latest min(5,n) reconstructed offense_rushing_plays_ppa game contributions",src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_volatility5__offense_success_rate,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,"population standard deviation of the latest min(5,n) reconstructed offense_success_rate game contributions",src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_volatility5__statGen_turnovers,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,"population standard deviation of the latest min(5,n) reconstructed statGen_turnovers game contributions",src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_volatility5__statOff_yards_per_pass,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,"population standard deviation of the latest min(5,n) reconstructed statOff_yards_per_pass game contributions",src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
time_adj_volatility5__statOff_yards_per_rush_attempt,temporal,F5,derived_historical_games,source_defined,Time-aware team state using only observations before the cutoff.,"population standard deviation of the latest min(5,n) reconstructed statOff_yards_per_rush_attempt game contributions",src/gridiron_ml/fingerprints/ladder.py,,,,,,X,X,,X
travel_distance_diff,situational,F4,venue_geocoding,miles,Team travel-distance burden relative to its opponent.,"per game: log(1 + haversine_km(team,venue)) - log(1 + haversine_km(opponent,venue)); then cumulative team-season mean",src/gridiron_ml/pipeline/pre_processing/cleaners.py; src/gridiron_ml/fingerprints/builders/v0.py,,,,,X,X,X,,X
travel_tz_diff,situational,F4,venue_geocoding,hours,Time-zone displacement burden relative to the opponent.,"per game: clip(|team_tz-venue_tz| - |opponent_tz-venue_tz|, -6, 6); then cumulative team-season mean",src/gridiron_ml/pipeline/pre_processing/cleaners.py; src/gridiron_ml/fingerprints/builders/v0.py,,,,,X,X,X,,X
